kode,week,kabupaten,sex,periode_covid_Tgl Lahir,dosis,timely,untimely,total,ratio_timely,ratio_untimely,tanggal_awal_minggu,jenis_wilayah,week_shifted,periode_covid,month
1,2018-W22,GUNUNG KIDUL,unknown,before_covid,dosis_2,14,4,18,77.77777777777779,22.22222222222222,2018-05-27,rural,21,before_covid,2018-05
1,2018-W22,GUNUNG KIDUL,unknown,before_covid,dosis_3,22,0,22,100.0,0.0,2018-05-27,rural,21,before_covid,2018-05
1,2018-W22,KOTA YOGYAKARTA,Laki-laki,before_covid,HB 0 & BCG,5,0,5,100.0,0.0,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_1,6,4,10,60.0,40.0,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_2,6,2,8,75.0,25.0,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_3,4,0,4,100.0,0.0,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,KOTA YOGYAKARTA,Perempuan,before_covid,HB 0 & BCG,6,0,6,100.0,0.0,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_1,4,0,4,100.0,0.0,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_2,2,0,2,100.0,0.0,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_3,3,0,3,100.0,0.0,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,KULON PROGO,Laki-laki,before_covid,HB 0 & BCG,5,0,5,100.0,0.0,2018-05-27,rural,21,before_covid,2018-05
1,2018-W22,KULON PROGO,Laki-laki,before_covid,dosis_1,6,0,6,100.0,0.0,2018-05-27,rural,21,before_covid,2018-05
1,2018-W22,KULON PROGO,Laki-laki,before_covid,dosis_2,4,0,4,100.0,0.0,2018-05-27,rural,21,before_covid,2018-05
1,2018-W22,KULON PROGO,Laki-laki,before_covid,dosis_3,2,0,2,100.0,0.0,2018-05-27,rural,21,before_covid,2018-05
1,2018-W22,KULON PROGO,Perempuan,before_covid,HB 0 & BCG,5,0,5,100.0,0.0,2018-05-27,rural,21,before_covid,2018-05
1,2018-W22,KULON PROGO,Perempuan,before_covid,dosis_1,8,0,8,100.0,0.0,2018-05-27,rural,21,before_covid,2018-05
1,2018-W22,KULON PROGO,Perempuan,before_covid,dosis_2,2,0,2,100.0,0.0,2018-05-27,rural,21,before_covid,2018-05
1,2018-W22,KULON PROGO,Perempuan,before_covid,dosis_3,2,0,2,100.0,0.0,2018-05-27,rural,21,before_covid,2018-05
1,2018-W22,SLEMAN,Laki-laki,before_covid,HB 0 & BCG,28,0,28,100.0,0.0,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,SLEMAN,Laki-laki,before_covid,dosis_1,46,12,58,79.3103448275862,20.689655172413794,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,SLEMAN,Laki-laki,before_covid,dosis_2,41,6,47,87.2340425531915,12.76595744680851,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,SLEMAN,Laki-laki,before_covid,dosis_3,32,0,32,100.0,0.0,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,SLEMAN,Perempuan,before_covid,HB 0 & BCG,29,1,30,96.66666666666667,3.3333333333333335,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,SLEMAN,Perempuan,before_covid,dosis_1,74,3,77,96.1038961038961,3.896103896103896,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,SLEMAN,Perempuan,before_covid,dosis_2,52,9,61,85.24590163934425,14.754098360655737,2018-05-27,urban,21,before_covid,2018-05
1,2018-W22,SLEMAN,Perempuan,before_covid,dosis_3,38,4,42,90.47619047619048,9.523809523809524,2018-05-27,urban,21,before_covid,2018-05
1,2018-W23,BANTUL,Laki-laki,before_covid,HB 0 & BCG,9,3,12,75.0,25.0,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,BANTUL,Laki-laki,before_covid,dosis_1,1,2,3,33.33333333333333,66.66666666666666,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,BANTUL,Perempuan,before_covid,HB 0 & BCG,4,4,8,50.0,50.0,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,BANTUL,Perempuan,before_covid,dosis_1,0,1,1,0.0,100.0,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,BANTUL,Perempuan,before_covid,dosis_2,4,1,5,80.0,20.0,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,GUNUNG KIDUL,unknown,before_covid,HB 0 & BCG,26,2,28,92.85714285714286,7.142857142857142,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,GUNUNG KIDUL,unknown,before_covid,dosis_1,39,4,43,90.69767441860465,9.30232558139535,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,GUNUNG KIDUL,unknown,before_covid,dosis_2,11,8,19,57.89473684210527,42.10526315789473,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,GUNUNG KIDUL,unknown,before_covid,dosis_3,17,0,17,100.0,0.0,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,KOTA YOGYAKARTA,Laki-laki,before_covid,HB 0 & BCG,5,0,5,100.0,0.0,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_1,32,2,34,94.11764705882352,5.88235294117647,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_2,18,0,18,100.0,0.0,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_3,16,0,16,100.0,0.0,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,KOTA YOGYAKARTA,Perempuan,before_covid,HB 0 & BCG,10,1,11,90.9090909090909,9.090909090909092,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_1,24,0,24,100.0,0.0,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_2,16,4,20,80.0,20.0,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_3,4,0,4,100.0,0.0,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,KULON PROGO,Laki-laki,before_covid,HB 0 & BCG,18,0,18,100.0,0.0,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,KULON PROGO,Laki-laki,before_covid,dosis_1,34,0,34,100.0,0.0,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,KULON PROGO,Laki-laki,before_covid,dosis_2,2,2,4,50.0,50.0,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,KULON PROGO,Laki-laki,before_covid,dosis_3,12,0,12,100.0,0.0,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,KULON PROGO,Perempuan,before_covid,HB 0 & BCG,9,0,9,100.0,0.0,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,KULON PROGO,Perempuan,before_covid,dosis_1,4,0,4,100.0,0.0,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,KULON PROGO,Perempuan,before_covid,dosis_2,2,4,6,33.33333333333333,66.66666666666666,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,KULON PROGO,Perempuan,before_covid,dosis_3,14,2,16,87.5,12.5,2018-06-03,rural,22,before_covid,2018-06
1,2018-W23,SLEMAN,Laki-laki,before_covid,HB 0 & BCG,60,1,61,98.36065573770492,1.639344262295082,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,SLEMAN,Laki-laki,before_covid,dosis_1,77,11,88,87.5,12.5,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,SLEMAN,Laki-laki,before_covid,dosis_2,56,11,67,83.5820895522388,16.417910447761194,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,SLEMAN,Laki-laki,before_covid,dosis_3,45,5,50,90.0,10.0,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,SLEMAN,Perempuan,before_covid,HB 0 & BCG,49,4,53,92.45283018867924,7.547169811320755,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,SLEMAN,Perempuan,before_covid,dosis_1,81,6,87,93.10344827586206,6.896551724137931,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,SLEMAN,Perempuan,before_covid,dosis_2,24,11,35,68.57142857142857,31.428571428571427,2018-06-03,urban,22,before_covid,2018-06
1,2018-W23,SLEMAN,Perempuan,before_covid,dosis_3,59,8,67,88.05970149253731,11.940298507462686,2018-06-03,urban,22,before_covid,2018-06
1,2018-W24,BANTUL,Laki-laki,before_covid,HB 0 & BCG,1,1,2,50.0,50.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,BANTUL,Laki-laki,before_covid,dosis_1,4,0,4,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,BANTUL,Laki-laki,before_covid,dosis_2,3,0,3,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,BANTUL,Laki-laki,before_covid,dosis_3,1,1,2,50.0,50.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,BANTUL,Perempuan,before_covid,dosis_1,2,0,2,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,BANTUL,Perempuan,before_covid,dosis_2,1,0,1,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,BANTUL,Perempuan,before_covid,dosis_3,2,2,4,50.0,50.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,GUNUNG KIDUL,Laki-laki,before_covid,HB 0 & BCG,1,0,1,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,GUNUNG KIDUL,unknown,before_covid,HB 0 & BCG,33,1,34,97.05882352941177,2.941176470588235,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,GUNUNG KIDUL,unknown,before_covid,dosis_1,32,10,42,76.19047619047619,23.809523809523807,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,GUNUNG KIDUL,unknown,before_covid,dosis_2,34,2,36,94.44444444444444,5.555555555555555,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,GUNUNG KIDUL,unknown,before_covid,dosis_3,16,12,28,57.14285714285714,42.857142857142854,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,KOTA YOGYAKARTA,Laki-laki,before_covid,HB 0 & BCG,5,0,5,100.0,0.0,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_1,8,3,11,72.72727272727273,27.27272727272727,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_2,8,2,10,80.0,20.0,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_3,6,0,6,100.0,0.0,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,KOTA YOGYAKARTA,Perempuan,before_covid,HB 0 & BCG,1,0,1,100.0,0.0,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_1,9,0,9,100.0,0.0,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_2,12,2,14,85.71428571428571,14.285714285714285,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,KULON PROGO,Laki-laki,before_covid,HB 0 & BCG,2,0,2,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,KULON PROGO,Laki-laki,before_covid,dosis_1,8,0,8,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,KULON PROGO,Laki-laki,before_covid,dosis_2,4,0,4,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,KULON PROGO,Laki-laki,before_covid,dosis_3,2,0,2,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,KULON PROGO,Perempuan,before_covid,HB 0 & BCG,5,0,5,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,KULON PROGO,Perempuan,before_covid,dosis_1,6,0,6,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,KULON PROGO,Perempuan,before_covid,dosis_2,2,2,4,50.0,50.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,KULON PROGO,Perempuan,before_covid,dosis_3,2,0,2,100.0,0.0,2018-06-10,rural,23,before_covid,2018-06
1,2018-W24,SLEMAN,Laki-laki,before_covid,HB 0 & BCG,50,1,51,98.0392156862745,1.9607843137254901,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,SLEMAN,Laki-laki,before_covid,dosis_1,77,9,86,89.53488372093024,10.465116279069768,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,SLEMAN,Laki-laki,before_covid,dosis_2,66,7,73,90.41095890410958,9.58904109589041,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,SLEMAN,Laki-laki,before_covid,dosis_3,44,10,54,81.48148148148148,18.51851851851852,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,SLEMAN,Perempuan,before_covid,HB 0 & BCG,39,0,39,100.0,0.0,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,SLEMAN,Perempuan,before_covid,dosis_1,64,6,70,91.42857142857143,8.571428571428571,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,SLEMAN,Perempuan,before_covid,dosis_2,48,6,54,88.88888888888889,11.11111111111111,2018-06-10,urban,23,before_covid,2018-06
1,2018-W24,SLEMAN,Perempuan,before_covid,dosis_3,40,7,47,85.1063829787234,14.893617021276595,2018-06-10,urban,23,before_covid,2018-06
1,2018-W25,BANTUL,Laki-laki,before_covid,HB 0 & BCG,5,1,6,83.33333333333334,16.666666666666664,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,BANTUL,Laki-laki,before_covid,dosis_1,19,2,21,90.47619047619048,9.523809523809524,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,BANTUL,Laki-laki,before_covid,dosis_2,11,4,15,73.33333333333333,26.666666666666668,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,BANTUL,Laki-laki,before_covid,dosis_3,6,0,6,100.0,0.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,BANTUL,Perempuan,before_covid,HB 0 & BCG,6,0,6,100.0,0.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,BANTUL,Perempuan,before_covid,dosis_1,10,1,11,90.9090909090909,9.090909090909092,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,BANTUL,Perempuan,before_covid,dosis_2,10,2,12,83.33333333333334,16.666666666666664,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,BANTUL,Perempuan,before_covid,dosis_3,6,2,8,75.0,25.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,GUNUNG KIDUL,unknown,before_covid,HB 0 & BCG,9,1,10,90.0,10.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,GUNUNG KIDUL,unknown,before_covid,dosis_1,42,14,56,75.0,25.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,GUNUNG KIDUL,unknown,before_covid,dosis_2,28,6,34,82.35294117647058,17.647058823529413,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,GUNUNG KIDUL,unknown,before_covid,dosis_3,23,10,33,69.6969696969697,30.303030303030305,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,KOTA YOGYAKARTA,Laki-laki,before_covid,HB 0 & BCG,5,0,5,100.0,0.0,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_1,8,3,11,72.72727272727273,27.27272727272727,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_2,7,2,9,77.77777777777779,22.22222222222222,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_3,4,4,8,50.0,50.0,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,KOTA YOGYAKARTA,Perempuan,before_covid,HB 0 & BCG,2,0,2,100.0,0.0,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_1,4,0,4,100.0,0.0,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_2,4,0,4,100.0,0.0,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_3,5,4,9,55.55555555555556,44.44444444444444,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,KULON PROGO,Laki-laki,before_covid,HB 0 & BCG,6,0,6,100.0,0.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,KULON PROGO,Laki-laki,before_covid,dosis_1,6,0,6,100.0,0.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,KULON PROGO,Laki-laki,before_covid,dosis_2,4,0,4,100.0,0.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,KULON PROGO,Perempuan,before_covid,HB 0 & BCG,10,0,10,100.0,0.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,KULON PROGO,Perempuan,before_covid,dosis_1,4,0,4,100.0,0.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,KULON PROGO,Perempuan,before_covid,dosis_2,2,0,2,100.0,0.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,KULON PROGO,Perempuan,before_covid,dosis_3,2,0,2,100.0,0.0,2018-06-17,rural,24,before_covid,2018-06
1,2018-W25,SLEMAN,Laki-laki,before_covid,HB 0 & BCG,22,2,24,91.66666666666666,8.333333333333332,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,SLEMAN,Laki-laki,before_covid,dosis_1,38,1,39,97.43589743589743,2.564102564102564,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,SLEMAN,Laki-laki,before_covid,dosis_2,37,10,47,78.72340425531915,21.27659574468085,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,SLEMAN,Laki-laki,before_covid,dosis_3,18,5,23,78.26086956521739,21.73913043478261,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,SLEMAN,Perempuan,before_covid,HB 0 & BCG,29,1,30,96.66666666666667,3.3333333333333335,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,SLEMAN,Perempuan,before_covid,dosis_1,38,5,43,88.37209302325581,11.627906976744185,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,SLEMAN,Perempuan,before_covid,dosis_2,28,9,37,75.67567567567568,24.324324324324326,2018-06-17,urban,24,before_covid,2018-06
1,2018-W25,SLEMAN,Perempuan,before_covid,dosis_3,32,4,36,88.88888888888889,11.11111111111111,2018-06-17,urban,24,before_covid,2018-06
1,2018-W26,BANTUL,Laki-laki,before_covid,HB 0 & BCG,26,1,27,96.29629629629629,3.7037037037037033,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,BANTUL,Laki-laki,before_covid,dosis_1,30,2,32,93.75,6.25,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,BANTUL,Laki-laki,before_covid,dosis_2,24,2,26,92.3076923076923,7.6923076923076925,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,BANTUL,Laki-laki,before_covid,dosis_3,17,8,25,68.0,32.0,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,BANTUL,Perempuan,before_covid,HB 0 & BCG,29,0,29,100.0,0.0,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,BANTUL,Perempuan,before_covid,dosis_1,19,2,21,90.47619047619048,9.523809523809524,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,BANTUL,Perempuan,before_covid,dosis_2,16,0,16,100.0,0.0,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,BANTUL,Perempuan,before_covid,dosis_3,18,2,20,90.0,10.0,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,GUNUNG KIDUL,Laki-laki,before_covid,dosis_2,0,2,2,0.0,100.0,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,GUNUNG KIDUL,unknown,before_covid,HB 0 & BCG,42,1,43,97.67441860465115,2.3255813953488373,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,GUNUNG KIDUL,unknown,before_covid,dosis_1,63,15,78,80.76923076923077,19.230769230769234,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,GUNUNG KIDUL,unknown,before_covid,dosis_2,47,14,61,77.04918032786885,22.950819672131146,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,GUNUNG KIDUL,unknown,before_covid,dosis_3,64,22,86,74.4186046511628,25.581395348837212,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,KOTA YOGYAKARTA,Laki-laki,before_covid,HB 0 & BCG,16,4,20,80.0,20.0,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_1,28,0,28,100.0,0.0,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_2,32,2,34,94.11764705882352,5.88235294117647,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_3,17,4,21,80.95238095238095,19.047619047619047,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,KOTA YOGYAKARTA,Perempuan,before_covid,HB 0 & BCG,26,2,28,92.85714285714286,7.142857142857142,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_1,31,2,33,93.93939393939394,6.0606060606060606,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_2,14,3,17,82.35294117647058,17.647058823529413,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_3,20,2,22,90.9090909090909,9.090909090909092,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,KULON PROGO,Laki-laki,before_covid,HB 0 & BCG,3,0,3,100.0,0.0,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,KULON PROGO,Laki-laki,before_covid,dosis_1,6,2,8,75.0,25.0,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,KULON PROGO,Laki-laki,before_covid,dosis_2,12,0,12,100.0,0.0,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,KULON PROGO,Laki-laki,before_covid,dosis_3,2,2,4,50.0,50.0,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,KULON PROGO,Perempuan,before_covid,HB 0 & BCG,3,1,4,75.0,25.0,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,KULON PROGO,Perempuan,before_covid,dosis_1,6,0,6,100.0,0.0,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,KULON PROGO,Perempuan,before_covid,dosis_2,6,5,11,54.54545454545454,45.45454545454545,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,KULON PROGO,Perempuan,before_covid,dosis_3,4,2,6,66.66666666666666,33.33333333333333,2018-06-24,rural,25,before_covid,2018-06
1,2018-W26,SLEMAN,Laki-laki,before_covid,HB 0 & BCG,60,3,63,95.23809523809523,4.761904761904762,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,SLEMAN,Laki-laki,before_covid,dosis_1,95,19,114,83.33333333333334,16.666666666666664,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,SLEMAN,Laki-laki,before_covid,dosis_2,57,23,80,71.25,28.749999999999996,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,SLEMAN,Laki-laki,before_covid,dosis_3,71,11,82,86.58536585365853,13.414634146341465,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,SLEMAN,Perempuan,before_covid,HB 0 & BCG,50,4,54,92.5925925925926,7.4074074074074066,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,SLEMAN,Perempuan,before_covid,dosis_1,114,15,129,88.37209302325581,11.627906976744185,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,SLEMAN,Perempuan,before_covid,dosis_2,81,2,83,97.59036144578313,2.4096385542168677,2018-06-24,urban,25,before_covid,2018-06
1,2018-W26,SLEMAN,Perempuan,before_covid,dosis_3,41,12,53,77.35849056603774,22.641509433962266,2018-06-24,urban,25,before_covid,2018-06
1,2018-W27,BANTUL,Laki-laki,before_covid,HB 0 & BCG,0,5,5,0.0,100.0,2018-07-01,rural,26,before_covid,2018-07
1,2018-W27,BANTUL,Laki-laki,before_covid,dosis_1,0,2,2,0.0,100.0,2018-07-01,rural,26,before_covid,2018-07
1,2018-W27,BANTUL,Laki-laki,before_covid,dosis_2,3,3,6,50.0,50.0,2018-07-01,rural,26,before_covid,2018-07
1,2018-W27,BANTUL,Laki-laki,before_covid,dosis_3,2,2,4,50.0,50.0,2018-07-01,rural,26,before_covid,2018-07
1,2018-W27,BANTUL,Perempuan,before_covid,HB 0 & BCG,2,8,10,20.0,80.0,2018-07-01,rural,26,before_covid,2018-07
1,2018-W27,BANTUL,Perempuan,before_covid,dosis_2,1,3,4,25.0,75.0,2018-07-01,rural,26,before_covid,2018-07
1,2018-W27,BANTUL,Perempuan,before_covid,dosis_3,3,1,4,75.0,25.0,2018-07-01,rural,26,before_covid,2018-07
1,2018-W27,GUNUNG KIDUL,unknown,before_covid,HB 0 & BCG,19,1,20,95.0,5.0,2018-07-01,rural,26,before_covid,2018-07
1,2018-W27,GUNUNG KIDUL,unknown,before_covid,dosis_1,20,4,24,83.33333333333334,16.666666666666664,2018-07-01,rural,26,before_covid,2018-07
1,2018-W27,GUNUNG KIDUL,unknown,before_covid,dosis_2,17,4,21,80.95238095238095,19.047619047619047,2018-07-01,rural,26,before_covid,2018-07
1,2018-W27,GUNUNG KIDUL,unknown,before_covid,dosis_3,2,2,4,50.0,50.0,2018-07-01,rural,26,before_covid,2018-07
1,2018-W27,KOTA YOGYAKARTA,Laki-laki,before_covid,HB 0 & BCG,8,1,9,88.88888888888889,11.11111111111111,2018-07-01,urban,26,before_covid,2018-07
1,2018-W27,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_1,29,4,33,87.87878787878788,12.121212121212121,2018-07-01,urban,26,before_covid,2018-07
1,2018-W27,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_2,14,4,18,77.77777777777779,22.22222222222222,2018-07-01,urban,26,before_covid,2018-07
1,2018-W27,KOTA YOGYAKARTA,Laki-laki,before_covid,dosis_3,6,4,10,60.0,40.0,2018-07-01,urban,26,before_covid,2018-07
1,2018-W27,KOTA YOGYAKARTA,Perempuan,before_covid,HB 0 & BCG,6,1,7,85.71428571428571,14.285714285714285,2018-07-01,urban,26,before_covid,2018-07
1,2018-W27,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_1,22,0,22,100.0,0.0,2018-07-01,urban,26,before_covid,2018-07
1,2018-W27,KOTA YOGYAKARTA,Perempuan,before_covid,dosis_2,14,4,18,77.77777777777779,22.22222222222222,2018-07-01,urban,26,before_covid,2018-07
